movie,sentence,score
모가디슈,잼있어요올만에잘뵛습니다 ,10
아이리시맨,남자들의 세계에서 살아남은 한 남자의 덧없는 삶. ,5
건축학개론,9년이나 지났는데도 아직도 여운이 남아서 찾아보게된다. ,10
해가 서쪽에서 뜬다면,"의경으로 입대한 시기에 개봉한, 초반에 의경으로 복무중인 주인공이 나와서 더욱 기억에 남았던 영화 - 어른들을 위한 동화. 한국판 노팅힐 이라고 당시에 얘기했던 것이 기억에 납니다. ",10
모가디슈,오랜만에 신파아닌 한국영화 ,8
모가디슈,역시 류승완!근래 본 영화중 최고 ,10
정글 크루즈,액션도 좋고 코믹도 기대이상입니다 ㅎ ,9
모가디슈,근래 본 영화 중에서 가장 흥미진진했습니다! ,10
천녀유혼,왕조현이 너무 예뻤던….?? ,10
바람의 검심 : 전설의 최후편,마지막  사무라이들에게 경례 장면은 소름~~! ,10
모가디슈,오..마치모가디슈에들어와있는것처럼느껴졌고 몰입감스토리연기력최고!!!올만에정말재밌게잘봣네용액션신도최고 ^^ ,10
모가디슈,진짜 꼭봐라 개재밌다! ,10
유전,뭔가 끈적끈적한 불안함과 불쾌감이 느껴지는 영화.. 몰입감 있었습니다 ,9
모가디슈,정말 오랜만에 돈내고 영화 보고 기분 좋았어요 아이들과 보아도 역사적인 사실이라 좋았고 현장감이 생생해서 보는동안 김장감도 좋았고 곳곳에 감초같은 코믹요소도 자연스럽게 녹아들어 막지막까지 만족감 높은 영화 였습니다 이런 좋은영화 만들어 주셔서 감사합니다 ,10
정글 크루즈,이런 영화는 일년에 하나씩 나와줘야 한다 ,7
랑종,아쉬운점은 있긴하지만. 그냥저냥 볼만했어요 ,6
아쿠아맨,와우 굳 영상미 ,10
랑종,"개인적으로 난 재밌었다,, 평점 낮아서 아쉬운데 어떤 부분에서 기괴함을 나타내고 보는 사람에게 얼마나 찝찝하고 서늘한 기운을 주려고 하는지 알 것 같았다 그리고 그 기운이 낯설어서 자칫 잘못하면 기분만 나쁠 수 있는데 나름 뭐 볼만했다 지금까지 본 공포영화 중에 이건 찐이구나 싶었다 ㅎㅅㅎ 진짜 완전 집중해서 보면 개쩜 ",10
더 수어사이드 스쿼드,"똘끼는 데드풀 이상, 재미도 데드풀 이상, 수위는 데드풀의 이십배,제임스 건이라는 감독이 얼마나 똘끼 넘치는 천재인지 잊고 있었다 ㅋㅋ ",10
블랙 위도우,마블 아니었으면 5점이나 받았을까 싶은영화 ,1
블러드 레드 스카이,이 영화는 부모인 사람과 그렇지않은 사람들이 봤을때 느끼는바가 많이 다를꺼같아요 아이들이 있는 저로서는 중간에 자식임을 잊지않고 엄마찾는 아들을 어떻게든 떼어내려고 하고 절규하는 엄마흡혈귀 모습이  찡했습니다 ,8
승리호,볼만함 스토리는아쉽 아아 ,10
모가디슈,간만에 괜찮은영화 추천이용 ,10
"불량소녀, 너를 응원해!",최고입니다 정말.. 보는 내내 눈물 흘리면서 봤네요 슬럼프에 빠졌었는데 이제 공부하러 가겠습니다 파이팅 ,10
더 수어사이드 스쿼드,"유쾌한척하는 토나오는 영화.캐릭터가 전부인데 그마저도 안팔릴 캐릭터는 모두 죽이고 셀링 요소가 있는 캐릭터만 데리고 간다.스토리는 기대도 안했지만, 심해도 너무 심하다. 개연성없이 너도나도 끔살당하니 영화가 끝난다. 엔딩크레딧 나올때 이렇게 끝이야? 소리가 절로 나오네. 자극적인 씬이 너무 많으니 클라이막스랄게 없고. 특히 후반부는 진짜.. 하하하… 기대 많이하고 봤는데 킬링타임도 아닌 영화. 졸린거 참고봤고 실제로 일행은 졸았다; 극찬하는사람들 진짜 누군지 궁금. ",2
콜보이,남주 잘 생겨서 볼만했음 ,10
괴기맨숀,정말 진지하게 공포영화 정말 좋아하는 사람으로써 이영화는 돈주고 보지마세요 ^^그럼이만 ,4
노팅 힐,오늘에서야 이름만 듣던 명작 영화를 보게되네요. 감동입니다. ,10
디파티드,엄청난 명작입니다. 최고의 작품 ,10
모가디슈,너무 재밌게 봤어요!!! 실화 바탕이라 더 감동이 있는거 같아용!다들 연기도 너무 잘해서 진짜 재밌었어요추천합니당구교환님 너무 멋있어요ㅠㅠ ,10
26년,역사를 기억합시다.. ,10
정도,중국 무협지 핸리 주인공 강추 ,10
워크 투 리멤버,이런 것이 사랑이라면 나도 해보고 싶다고 처음으로 생각하게 해준 인생영화. 슬프지만 너무 아름답고 찬란한 이야기 ,10
더 룸,여운이남는 영화 꼭 보세요.. ,10
변신,비록 오컬트라는 장르 영화 특성상 예측 가능한 클리셰 범벅이긴 했으나 가족 내에서 일어난다는 소재도 신선했고 배우들 연기도 너무 좋았고 초반 연출과 스토리도 너무 좋았는데 앞에 뿌려놓은 여러 대형 떡밥들을 거두지 못 하거나 활용을 잘 못 해서 아쉬웠습니다. 후반부를 조금만 더 잘 다듬었으면 정말 괜찮은 영화였을 거 같습니다. ,7
"조제, 호랑이 그리고 물고기들",이별이라는 술을 거하게 마시고 난 다음날 숙취같은 영화 ,10
엑시트,핵노잼 간만에 이렇게 재미 없는 영화는 오랫만 ,2
모가디슈,영화보다 더 영화같은 실화라니!!! 속초롯데시네마에서 봤어요.오랜만에 재미나게 시간가는 줄 모르고 봤네요. ,10
드럼라인,주인공보다는 그를 받아들여가는 다른 인물들을 응원하게 되던. ,6
오케이 마담,이 정도면 시청료를 받아야 ,2
더 수어사이드 스쿼드,상상하지마라 그냥 봐라 ,8
후 아 유,20대에 처음보고 30대를 거쳐 40대에 다시 보니 그때 그 멋과 감동이 느껴진다...어렴풋하던 그 시절의 감성이 다시 살아난 계기가 영화한편이라.. 아니 한편의 영화가 주는 확실한 힘을 느낀다. 다시또 시간이 흘러 보고픈 영화. 감사할 일이다. ,9
귀향,"어머니, 그 세글자의 울림 ",10
방법: 재차의,지금 2021년 맞나..오프닝 말고 볼게 없다.. 예산 부족이라고 하기엔 이 줄거리가 고퀄이면 예산 낭비 소리를 들었을 듯…90년대 중국(홍콩 아님) 영화 본 기분이다. ,1
모가디슈,너무나도 재밌게 봤습니다.무엇보다 연기들을 너무 훌륭하셔서 더 재밌게 보았습니다.감독님 촬영 너무 훌륭하고 감동도 크게 왔네요~~아침에 보고왔는데 아직까지 여운이 가시지않아  모가디슈를 계속 검색하네요~~코로나 아니면 천만영화가 될텐데 아쉽네요. ,10
더 수어사이드 스쿼드,기대한만큼은 아니지만 충분히 제임스건 이름값은 했다 전작보다 훨씬낫고 데드풀보다 더 폭력적이고 고어함에 놀랐다 dc영화치고 재밌는편 ,7
플로리다 프로젝트,이토록 처절한 영화를 아무렇지 않은듯 담담히 담아내는 감독의 잔인함 ,10
바람의 검심 최종장: 더 비기닝,기대보다 좋았어요^^ ,10
허리케인 하이스트,중간에 주인공 오줌싸는거 나옴 킹중 대박 ,10
블랙 위도우,동생이 나한텐 진짜 가족이었다고 할때 뭔가 울컥했고 마지막에 엄마가 나타샤한테 몸 조심하라는게 좀 감동을 받았다 ,10
모가디슈,재밌어요!!배우님들 연기 진짜 잘함.. ,10
더 수어사이드 스쿼드,"댓글 알바  천지네요 저는 재미없게 본 영화만 평점 다는데  살아있다 다음으로 드디어 평점다는 영화가 나왔네요. 이제 네이버 평점 못믿겠습니다. 19세라서 킹스맨, 데드풀 느낌 기대하고갔지만 개똥입니다. 마블과 dc의  격차가 엄청나다는걸 느끼게해주네요. 엉성한 개연성 너무 많아서 보다 지루할정도의 액션신,  뻔한 스토리. 만약 어쩔수없이 보시게된다면 마음 편히보세요 그리고  영화끝나고 아 단돈14000원으로 나중에 볼뻔했던 dc영화들 거를수있겠구나 하면서 만족하시면 됩니다. ",1
크루엘라,아이랑 봤는데 넘 재미있게 봤어요아이랑 보기에도 좋고 넘 재미있고  특히ost가 좋았어요  1번더 봐도 재미있게 볼수있을거 같아요 ,9
"당신, 거기 있어줄래요","애플,페북,아마존...아니면 삼성전자라도 사라고 클럽 다니면서 주지도 않을 상련들 동고좀 그만 빨고 다니라고....말해주고 싶다 ",10
더 수어사이드 스쿼드,그냥 부수고 자르고 터지고 모든 사이코짓을 볼수 있는 영화 재밌음 ,10
고고70,이영화를 이제야 보다니..특히 노래가 정말 좋다...정말 신나! ,10
CCTV,1점도 아깝습니다. 12년전에 만들걸 지금 개봉해서 와 처음에 흑백 화면만 나와서 느낌 싸했는데 와 만원 버렸네요. 12년전 영화로 해운대 김씨표류기 인걸 봤을때 이건 진짜 코로나 틈타서 끼워서 개봉한거 같은데 네이버영화에 재개봉이라고도 안뜨고 개봉이라 떠서 속았네요. 포스터만 봐도 곽도원이 큰 역활할 줄 알았는데 포스터로도 속이고 진짜 2021년 최고의 뒤통수네요. 관객들 불만을 야기시킬려 하는거면 100점 드립니다. 성공하셨네요. ,1
모가디슈,다들 연기를 너무 잘함 구교환 너무고생했겠다싶고..너무 몰입하며 봐서 그런가 집에 무사히 돌아갈수있는게 참 행복이구나 생각되고.. ,10
미드나잇 선,"여자주인공처럼 아픈 입장이 돼서 보니까 마음이.. 뭔가 말로 표현이 안 되는 감정이지만, 그래도 씩씩하게 잘 지내야겠당?건강하게, 행복하게, 예쁘게, 하고싶은 거 다~~~~하면서 오래오래 살자. 나 자신아.그리고 결론은 남주가 너무 멋있다...?♀? ",10
정글 크루즈,아이랑 봤는데 좀 지루하네요....조금 로맨스가 있어서 아이랑 볼때 조금 그랬어요... ,3
카,어렸을때 봤었는데 지금 봐도 너무 재밌네요 ,8
폴라,와씨 진짜 조오따 잼있다 ,10
나만 보이니,"저년 끈임없이 누가 밀어주는지 참,대한민국 3대 미스터리다 증말.. ",1
나쁜 남자,기분 ㄱ ㅈ 같아지는 영화 본인 이야기 만든 영화인줄 너무 사실적이여서 ,1
크루엘라,Ost도 좋고 연출 연기 스토리 영상미 그냥 다 좋았음시즌2나왔음 좋겠음 ,10
은혼 더 파이널,은혼은 역시 은혼.... ㅜㅠㅜㅠ 또 돌아올거지??ㅠㅠ ,9
더 수어사이드 스쿼드,어떤놈이 탑 뚱이 키웠냐 ,7
발신제한,신파 오진다; 구리고 뻔하고 재미없음; 음악은 거의 뭐 인터스텔라냐고; 음악이 좋은데 영화에 비해 과함 ,2
모가디슈,옷랜만에 가족들과 재미있는 영화 좋았습니다. ,10
블랙 위도우,스칼렛 요한슨 팬인데 정말 주연으로 블랙위도우 촬영해서 넘 기쁘고 재미있었어요!!?? 플로렌스 퓨 배우도 정말 연기 잘한거 같아요!!?? 보면 후회는 안 하실거에용!!꼭 보세요 ,10
더 수어사이드 스쿼드,미친ㅋㅋ마고로비는 매력적이고성인용 전대물과 좀비물을 섞어버린미친 기획이네ㅋㅋㅋ ,10
정글 크루즈,디즈니는 믿고보지만 너무 캐리비안해적같았음 ,1
더 수어사이드 스쿼드,간만에 보는 재밌는 영화 ,8
모가디슈,간만에 스릴 넘치는 영화 잘 봤습니다.실화인데도 루즈함 없이 봤어요. ,10
블랙 위도우,시즌 2도 나옴 조켓음무튼 더 조았음 ,10
더 수어사이드 스쿼드,한마디로 쓰레기에 보는 내내 시간이 아까웠음 ,4
블랙 위도우,마블 영화중 인생영화 굿즈안사는데 처음사봄 ,10
야쿠자와 가족,현재 일본깡패들의 현실을 그야말로현실적으로 보여주는 영화.전체적으로 재미있게 봤다. ,8
모가디슈,믿고보는 배우님들과 시간가는줄몰랐던 전개시국이이래서 영화관가기 꺼려지시겠지만마스크잘하시구 꼭 보시길바래요 ,10
행복한 라짜로,"네 덕분에, 네 때문에, 마음이 혼란스러워진다 라짜로 ",10
모가디슈,재밌어요 배우들 연기가 와… ,10
더 수어사이드 스쿼드,1점준인간들은 뭐하는놈들임? ,10
해가 서쪽에서 뜬다면,고소영 이쁘다 진짜..ㅋㅋㅋ 연기 못한다 생각했는데 못봐줄 정도는 아니네 ㅎㅎ ,8
빅쇼트,정말 이런 일들이 실제로 2008년도에 일어났단 말인가?  어느정도까지가 사실일까...?  제발 80% 이상이 사실이라고는 말하지 말아 주라.  모든 사람들이 꼭 꼭 봐야 할 공포영화. ,9
왓 이프,생각대로 흘러가는 스토리 ,6
모가디슈, 할말 많지만 아끼겠습니다.... ,1
빅쇼트,"서브프라임 모기지가 어떻게 무너졌는지 상세한 과정과 내용을 잘 전달했다고 봅니다.. 영화를 이해하면서 보기위해 찾아보면서 봤습니다.ㅋㅋ 영화를 재미로만 보기에는 좀 별로지만, 경제나 주식을 공부하는 사람들에게는 흥미로운 영화였을거라 생각합니다. 저는 잘 봤어요.^^ ",9
모가디슈,하…존112나재밋어 ,10
낙원의 밤,대체적으로 재미있다.차승원 ㅎㅎ 연기 잘한다. ,8
세자매,눈물이 멈추질 않는 ..너무 리얼해서 불편한  ..배우들 연기 좋아요. 좋은 영화네요. ,10
펄프 픽션,"시간 구성 뒤틀어 놓은점 외에는 배우들이 다 했다. 94년 칸 영화제때 다른 좋은 작품도 많은데, 왜 이 작품이? 심사위원장이 미국인이여서 그랬나? ",1
모가디슈,재밌음 예고를 전혀 안 보고 가서 놀랐는데 잘 봤습니다. 생각이 많아지게 되네요 ,10
모가디슈,류승완 감독님  멋진 영화 만들어줘서 고마워요코로나상황에서 갑갑하게 지내다가 영화보고 힐링했네요 김윤석 조인성 허준호님 연기도 멋졌고 구교환님 연기 쩔었어요1000만넘었음 좋겠습니다 ,10
모가디슈,꼭보세요 ㅠㅠ너무너무 재밌었어요 ㅠㅠ뭔가 실화같고 여운이 아직 남네여 ,10
모가디슈,"추천합니다! 배우들 연기 합도 좋았고, 억지신파 없어서 재밌게 잘 봤습니다. ",10
국제수사,"충청도 사투리, 왜 이렇게 듣기 싫지? 와~ 정말 극혐 사투리네. 충청도 사투리 때문에 집중이 안됨. 끝 ",1
정글 크루즈,다 좋지만 뜬금 로맨스는 뺐으면 좋을 것 같다! ,8
늑대인간: 더 오리지널,"나쁘지 않은 영화, 좀 잔인하고 킬링타임용으로 좋아요 ",6
더 수어사이드 스쿼드,간만에 영화같은 영화 봤다 ,9
그랜드 부다페스트 호텔,경외심과 그리움의 혼동을 그린 예쁜 우화 ,10
모가디슈,마지막에 북한외교관분들이랑 우리나라 외교관분들이랑 따로 모르는척 하면서 가는게 너무 슬펐다 ,9
논스톱,이런 영화 또 없나?? 한 장소에서 이렇게 쫄리긴 첨임ㅋㅋ 추리로 몰입감 올라가고 액션 사이다고..분위기고 내용이고 연기고 액션이고 다 내 스탈.. 이런 영화 찾아봐도 없다.. 리암 니슨 영화중 그나마 커뮤터가 비슷..하지만 한장소에서 지루하지 않게 추리해가는 액션물 중엔 이영화 따라올거 없을듯.. ,9
